colorNameId,participantId,lang0,phaseNum,trialNum,tileNum,name,r,g,b,studyVersion,rgbSet,lab_l,lab_a,lab_b,locale
168,-1,Korean (text-davinci-003),0,-1,-1,하늘색,76,137,181,1.1.5,full,-1,-1,-1,en
49661,-1,English (text-davinci-003),0,-1,-1,Heather,102,133,230,1.1.5,full,-1,-1,-1,en
19034,-1,Chinese (text-davinci-003),0,-1,-1,淡紫色,102,133,230,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,лазурный синий,102,133,230,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,라벤더 블루,102,133,230,1.1.5,full,-1,-1,-1,en
7062,-1,English (text-davinci-003),0,-1,-1,olive green,102,166,69,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,苹果绿,102,166,69,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зелено-салатовый,102,166,69,1.1.5,full,-1,-1,-1,en
79393,-1,Korean (text-davinci-003),0,-1,-1,에메랄드 녹색,102,166,69,1.1.5,full,-1,-1,-1,en
15,-1,English (text-davinci-003),0,-1,-1,yellow,212,212,12,1.1.5,full,-1,-1,-1,en
8448,-1,Chinese (text-davinci-003),0,-1,-1,Lemon Yellow,212,212,12,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,желтый лайм,212,212,12,1.1.5,full,-1,-1,-1,en
3186,-1,Korean (text-davinci-003),0,-1,-1,노랑,212,212,12,1.1.5,full,-1,-1,-1,en
225,-1,English (text-davinci-003),0,-1,-1,Turquoise,7,217,222,1.1.5,full,-1,-1,-1,en
36272,-1,Chinese (text-davinci-003),0,-1,-1,浅蓝色,7,217,222,1.1.5,full,-1,-1,-1,en
10801,-1,Russian (text-davinci-003),0,-1,-1,бирюзовый,7,217,222,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,하늘색이라고 할 수 있습니다,7,217,222,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Purple Sage,96,33,181,1.1.5,full,-1,-1,-1,en
19007,-1,Chinese (text-davinci-003),0,-1,-1,深紫色,96,33,181,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,Фиолетово-синий,96,33,181,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,밤핑크,96,33,181,1.1.5,full,-1,-1,-1,en
7062,-1,English (text-davinci-003),0,-1,-1,olive green,54,152,12,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,绿色柠檬,54,152,12,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зеленое морское,54,152,12,1.1.5,full,-1,-1,-1,en
3286,-1,Korean (text-davinci-003),0,-1,-1,녹색,54,152,12,1.1.5,full,-1,-1,-1,en
3449,-1,English (text-davinci-003),0,-1,-1,Royal Purple,89,5,177,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,蓝宝石色,89,5,177,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,голубая лазурь,89,5,177,1.1.5,full,-1,-1,-1,en
168,-1,Korean (text-davinci-003),0,-1,-1,하늘색,89,5,177,1.1.5,full,-1,-1,-1,en
337,-1,English (text-davinci-003),0,-1,-1,Green,83,143,1,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,苹果绿,83,143,1,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зеленый мох,83,143,1,1.1.5,full,-1,-1,-1,en
882,-1,Korean (text-davinci-003),0,-1,-1,초록색,83,143,1,1.1.5,full,-1,-1,-1,en
92,-1,English (text-davinci-003),0,-1,-1,Hot Pink,250,20,100,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,珊瑚粉,250,20,100,1.1.5,full,-1,-1,-1,en
13942,-1,Russian (text-davinci-003),0,-1,-1,алый,250,20,100,1.1.5,full,-1,-1,-1,en
177,-1,Korean (text-davinci-003),0,-1,-1,빨간색,250,20,100,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Carmine Red,242,29,34,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,火红色,242,29,34,1.1.5,full,-1,-1,-1,en
10287,-1,Russian (text-davinci-003),0,-1,-1,красный,242,29,34,1.1.5,full,-1,-1,-1,en
177,-1,Korean (text-davinci-003),0,-1,-1,빨간색,242,29,34,1.1.5,full,-1,-1,-1,en
51839,-1,English (text-davinci-003),0,-1,-1,Steel Blue,69,142,186,1.1.5,full,-1,-1,-1,en
19823,-1,Chinese (text-davinci-003),0,-1,-1,天蓝色,69,142,186,1.1.5,full,-1,-1,-1,en
10801,-1,Russian (text-davinci-003),0,-1,-1,бирюзовый,69,142,186,1.1.5,full,-1,-1,-1,en
157,-1,Korean (text-davinci-003),0,-1,-1,파란색,69,142,186,1.1.5,full,-1,-1,-1,en
530,-1,English (text-davinci-003),0,-1,-1,Sky Blue,196,227,242,1.1.5,full,-1,-1,-1,en
19823,-1,Chinese (text-davinci-003),0,-1,-1,天蓝色,196,227,242,1.1.5,full,-1,-1,-1,en
143219,-1,Russian (text-davinci-003),0,-1,-1,бледно-голубой,196,227,242,1.1.5,full,-1,-1,-1,en
73968,-1,Korean (text-davinci-003),0,-1,-1,밝은 하늘색,196,227,242,1.1.5,full,-1,-1,-1,en
7,-1,English (text-davinci-003),0,-1,-1,lime green,7,252,18,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,绿钻石,7,252,18,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,небесно-зеленый,7,252,18,1.1.5,full,-1,-1,-1,en
3286,-1,Korean (text-davinci-003),0,-1,-1,녹색,7,252,18,1.1.5,full,-1,-1,-1,en
8133,-1,English (text-davinci-003),0,-1,-1,olive,39,68,36,1.1.5,full,-1,-1,-1,en
19000,-1,Chinese (text-davinci-003),0,-1,-1,深绿色,39,68,36,1.1.5,full,-1,-1,-1,en
11169,-1,Russian (text-davinci-003),0,-1,-1,темно-зеленый,39,68,36,1.1.5,full,-1,-1,-1,en
882,-1,Korean (text-davinci-003),0,-1,-1,초록색,39,68,36,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Lavender Purple,202,48,252,1.1.5,full,-1,-1,-1,en
19210,-1,Chinese (text-davinci-003),0,-1,-1,紫罗兰色,202,48,252,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,фиолетово-розовый,202,48,252,1.1.5,full,-1,-1,-1,en
160,-1,Korean (text-davinci-003),0,-1,-1,보라색,202,48,252,1.1.5,full,-1,-1,-1,en
130173,-1,English (text-davinci-003),0,-1,-1,Green Gray,80,143,65,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,苹果绿,80,143,65,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зеленый мох,80,143,65,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,에메랄드 초록,80,143,65,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Distant Blue,9,52,166,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深宝石蓝,9,52,166,1.1.5,full,-1,-1,-1,en
10273,-1,Russian (text-davinci-003),0,-1,-1,голубой,9,52,166,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,다이아몬드 블루,9,52,166,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Lavender Blush,174,98,209,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,浅灰色,174,98,209,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,лиловый,174,98,209,1.1.5,full,-1,-1,-1,en
52147,-1,Korean (text-davinci-003),0,-1,-1,벽돌색,174,98,209,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Copper Rust,222,130,84,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,珊瑚红,222,130,84,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,оранжевый красный,222,130,84,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,딥 오렌지,222,130,84,1.1.5,full,-1,-1,-1,en
57989,-1,English (text-davinci-003),0,-1,-1,Tiffany Blue,76,233,249,1.1.5,full,-1,-1,-1,en
19823,-1,Chinese (text-davinci-003),0,-1,-1,天蓝色,76,233,249,1.1.5,full,-1,-1,-1,en
10273,-1,Russian (text-davinci-003),0,-1,-1,голубой,76,233,249,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,하늘색이다,76,233,249,1.1.5,full,-1,-1,-1,en
737,-1,English (text-davinci-003),0,-1,-1,Tangerine,231,106,11,1.1.5,full,-1,-1,-1,en
19029,-1,Chinese (text-davinci-003),0,-1,-1,橙色,231,106,11,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,оранжево-коричневый,231,106,11,1.1.5,full,-1,-1,-1,en
184,-1,Korean (text-davinci-003),0,-1,-1,주황색,231,106,11,1.1.5,full,-1,-1,-1,en
2196,-1,English (text-davinci-003),0,-1,-1,Spring Green,118,198,87,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,绿松石绿,118,198,87,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зелено-голубой,118,198,87,1.1.5,full,-1,-1,-1,en
3286,-1,Korean (text-davinci-003),0,-1,-1,녹색,118,198,87,1.1.5,full,-1,-1,-1,en
2196,-1,English (text-davinci-003),0,-1,-1,Spring Green,38,245,102,1.1.5,full,-1,-1,-1,en
115,-1,Chinese (text-davinci-003),0,-1,-1,Mint Green,38,245,102,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,мятный зеленый,38,245,102,1.1.5,full,-1,-1,-1,en
882,-1,Korean (text-davinci-003),0,-1,-1,초록색,38,245,102,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,lavender blue,164,46,249,1.1.5,full,-1,-1,-1,en
19210,-1,Chinese (text-davinci-003),0,-1,-1,紫罗兰色,164,46,249,1.1.5,full,-1,-1,-1,en
41783,-1,Russian (text-davinci-003),0,-1,-1,фиолетово-синий,164,46,249,1.1.5,full,-1,-1,-1,en
52147,-1,Korean (text-davinci-003),0,-1,-1,벽돌색,164,46,249,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Lavender Purple,218,23,179,1.1.5,full,-1,-1,-1,en
19056,-1,Chinese (text-davinci-003),0,-1,-1,紫罗兰,218,23,179,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,фиолетово-розовый,218,23,179,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,핑크보라색,218,23,179,1.1.5,full,-1,-1,-1,en
952,-1,English (text-davinci-003),0,-1,-1,Royal Blue,49,97,167,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深宝石蓝,49,97,167,1.1.5,full,-1,-1,-1,en
18348,-1,Russian (text-davinci-003),0,-1,-1,лазурный,49,97,167,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,에비앙 파랑,49,97,167,1.1.5,full,-1,-1,-1,en
555,-1,English (text-davinci-003),0,-1,-1,burnt orange,219,110,71,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深橙色,219,110,71,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,оранжево-коричневый,219,110,71,1.1.5,full,-1,-1,-1,en
192,-1,Korean (text-davinci-003),0,-1,-1,빨강색,219,110,71,1.1.5,full,-1,-1,-1,en
7062,-1,English (text-davinci-003),0,-1,-1,olive green,144,178,73,1.1.5,full,-1,-1,-1,en
20058,-1,Chinese (text-davinci-003),0,-1,-1,薄荷绿,144,178,73,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зеленый мох,144,178,73,1.1.5,full,-1,-1,-1,en
882,-1,Korean (text-davinci-003),0,-1,-1,초록색,144,178,73,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Lavender Blue,111,113,237,1.1.5,full,-1,-1,-1,en
19034,-1,Chinese (text-davinci-003),0,-1,-1,淡紫色,111,113,237,1.1.5,full,-1,-1,-1,en
18698,-1,Russian (text-davinci-003),0,-1,-1,Фиолетовый,111,113,237,1.1.5,full,-1,-1,-1,en
68832,-1,Korean (text-davinci-003),0,-1,-1,밝은 보라색,111,113,237,1.1.5,full,-1,-1,-1,en
48,-1,English (text-davinci-003),0,-1,-1,goldenrod,229,216,110,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,苍翠绿,229,216,110,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,золотисто-желтый,229,216,110,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,버들 노랑,229,216,110,1.1.5,full,-1,-1,-1,en
27193,-1,English (text-davinci-003),0,-1,-1,Persian Blue,15,22,220,1.1.5,full,-1,-1,-1,en
952,-1,Chinese (text-davinci-003),0,-1,-1,Royal Blue,15,22,220,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,синий цвет лазури,15,22,220,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,다이아몬드 블루,15,22,220,1.1.5,full,-1,-1,-1,en
7062,-1,English (text-davinci-003),0,-1,-1,olive green,29,121,62,1.1.5,full,-1,-1,-1,en
19000,-1,Chinese (text-davinci-003),0,-1,-1,深绿色,29,121,62,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,моховой зеленый,29,121,62,1.1.5,full,-1,-1,-1,en
3286,-1,Korean (text-davinci-003),0,-1,-1,녹색,29,121,62,1.1.5,full,-1,-1,-1,en
8133,-1,English (text-davinci-003),0,-1,-1,olive,65,86,6,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深灰绿色,65,86,6,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,бутылочно-зеленый,65,86,6,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,오렌지 브라운,65,86,6,1.1.5,full,-1,-1,-1,en
2196,-1,English (text-davinci-003),0,-1,-1,Spring Green,188,221,110,1.1.5,full,-1,-1,-1,en
115,-1,Chinese (text-davinci-003),0,-1,-1,Mint Green,188,221,110,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зеленовато-желтый,188,221,110,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,라벤더 녹,188,221,110,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Electric Violet,123,1,255,1.1.5,full,-1,-1,-1,en
19210,-1,Chinese (text-davinci-003),0,-1,-1,紫罗兰色,123,1,255,1.1.5,full,-1,-1,-1,en
18698,-1,Russian (text-davinci-003),0,-1,-1,Фиолетовый,123,1,255,1.1.5,full,-1,-1,-1,en
160,-1,Korean (text-davinci-003),0,-1,-1,보라색,123,1,255,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Green Sheen,178,253,136,1.1.5,full,-1,-1,-1,en
115,-1,Chinese (text-davinci-003),0,-1,-1,Mint Green,178,253,136,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,мята,178,253,136,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,라임 컬러,178,253,136,1.1.5,full,-1,-1,-1,en
3363,-1,English (text-davinci-003),0,-1,-1,mauve,167,21,129,1.1.5,full,-1,-1,-1,en
95452,-1,Chinese (text-davinci-003),0,-1,-1,褐色,167,21,129,1.1.5,full,-1,-1,-1,en
11145,-1,Russian (text-davinci-003),0,-1,-1,пурпурный,167,21,129,1.1.5,full,-1,-1,-1,en
68124,-1,Korean (text-davinci-003),0,-1,-1,회색,167,21,129,1.1.5,full,-1,-1,-1,en
802,-1,English (text-davinci-003),0,-1,-1,Copper,190,100,39,1.1.5,full,-1,-1,-1,en
117849,-1,Chinese (text-davinci-003),0,-1,-1,砖红色,190,100,39,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,коричневый,190,100,39,1.1.5,full,-1,-1,-1,en
192,-1,Korean (text-davinci-003),0,-1,-1,빨강색,190,100,39,1.1.5,full,-1,-1,-1,en
13581,-1,English (text-davinci-003),0,-1,-1,Plum,71,47,57,1.1.5,full,-1,-1,-1,en
19007,-1,Chinese (text-davinci-003),0,-1,-1,深紫色,71,47,57,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,Темная сирень,71,47,57,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,밤색이다,71,47,57,1.1.5,full,-1,-1,-1,en
142194,-1,English (text-davinci-003),0,-1,-1,Mellow Yellow,247,195,64,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,玉露橙,247,195,64,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,песочный оттенок,247,195,64,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,버드 오렌지,247,195,64,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Caribbean Green,60,147,139,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,苍翠绿,60,147,139,1.1.5,full,-1,-1,-1,en
31737,-1,Russian (text-davinci-003),0,-1,-1,морская волна,60,147,139,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,에메랄드 그린,60,147,139,1.1.5,full,-1,-1,-1,en
962,-1,English (text-davinci-003),0,-1,-1,Blue-Green,3,120,174,1.1.5,full,-1,-1,-1,en
19004,-1,Chinese (text-davinci-003),0,-1,-1,深蓝色,3,120,174,1.1.5,full,-1,-1,-1,en
10273,-1,Russian (text-davinci-003),0,-1,-1,голубой,3,120,174,1.1.5,full,-1,-1,-1,en
168,-1,Korean (text-davinci-003),0,-1,-1,하늘색,3,120,174,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Lavender Gray,126,134,179,1.1.5,full,-1,-1,-1,en
19034,-1,Chinese (text-davinci-003),0,-1,-1,淡紫色,126,134,179,1.1.5,full,-1,-1,-1,en
11145,-1,Russian (text-davinci-003),0,-1,-1,пурпурный,126,134,179,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,Lavender Purple,126,134,179,1.1.5,full,-1,-1,-1,en
7062,-1,English (text-davinci-003),0,-1,-1,olive green,128,124,44,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,棕褐色,128,124,44,1.1.5,full,-1,-1,-1,en
143210,-1,Russian (text-davinci-003),0,-1,-1,Коричневый,128,124,44,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,바나나 노랑,128,124,44,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Desert,159,147,112,1.1.5,full,-1,-1,-1,en
95452,-1,Chinese (text-davinci-003),0,-1,-1,褐色,159,147,112,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,бурый,159,147,112,1.1.5,full,-1,-1,-1,en
42974,-1,Korean (text-davinci-003),0,-1,-1,갈색,159,147,112,1.1.5,full,-1,-1,-1,en
802,-1,English (text-davinci-003),0,-1,-1,Copper,131,69,6,1.1.5,full,-1,-1,-1,en
117845,-1,Chinese (text-davinci-003),0,-1,-1,深褐色,131,69,6,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,коричневый коричневый,131,69,6,1.1.5,full,-1,-1,-1,en
42974,-1,Korean (text-davinci-003),0,-1,-1,갈색,131,69,6,1.1.5,full,-1,-1,-1,en
100688,-1,English (text-davinci-003),0,-1,-1,Olive Drab,97,94,22,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,棕褐色,97,94,22,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,каштановый,97,94,22,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,호박색,97,94,22,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Caribbean Green,9,232,166,1.1.5,full,-1,-1,-1,en
20058,-1,Chinese (text-davinci-003),0,-1,-1,薄荷绿,9,232,166,1.1.5,full,-1,-1,-1,en
31737,-1,Russian (text-davinci-003),0,-1,-1,морская волна,9,232,166,1.1.5,full,-1,-1,-1,en
882,-1,Korean (text-davinci-003),0,-1,-1,초록색,9,232,166,1.1.5,full,-1,-1,-1,en
48,-1,English (text-davinci-003),0,-1,-1,goldenrod,245,214,5,1.1.5,full,-1,-1,-1,en
19002,-1,Chinese (text-davinci-003),0,-1,-1,金黄色,245,214,5,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,желто-золотой,245,214,5,1.1.5,full,-1,-1,-1,en
3851,-1,Korean (text-davinci-003),0,-1,-1,노랑색,245,214,5,1.1.5,full,-1,-1,-1,en
1373,-1,English (text-davinci-003),0,-1,-1,Cornflower Blue,86,156,237,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,湛蓝色,86,156,237,1.1.5,full,-1,-1,-1,en
13939,-1,Russian (text-davinci-003),0,-1,-1,небесно-голубой,86,156,237,1.1.5,full,-1,-1,-1,en
168,-1,Korean (text-davinci-003),0,-1,-1,하늘색,86,156,237,1.1.5,full,-1,-1,-1,en
27193,-1,English (text-davinci-003),0,-1,-1,Persian Blue,38,50,189,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深宝蓝,38,50,189,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,небесно-синий,38,50,189,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,다이아몬드 블루,38,50,189,1.1.5,full,-1,-1,-1,en
7062,-1,English (text-davinci-003),0,-1,-1,olive green,107,150,77,1.1.5,full,-1,-1,-1,en
32975,-1,Chinese (text-davinci-003),0,-1,-1,Olive Green,107,150,77,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зеленый мох,107,150,77,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,초록바나나색,107,150,77,1.1.5,full,-1,-1,-1,en
530,-1,English (text-davinci-003),0,-1,-1,Sky Blue,62,140,237,1.1.5,full,-1,-1,-1,en
19229,-1,Chinese (text-davinci-003),0,-1,-1,深天蓝,62,140,237,1.1.5,full,-1,-1,-1,en
18534,-1,Russian (text-davinci-003),0,-1,-1,Бирюзовый,62,140,237,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,하늘색이다,62,140,237,1.1.5,full,-1,-1,-1,en
43872,-1,English (text-davinci-003),0,-1,-1,Burnt Sienna,205,97,35,1.1.5,full,-1,-1,-1,en
19001,-1,Chinese (text-davinci-003),0,-1,-1,橘红色,205,97,35,1.1.5,full,-1,-1,-1,en
