colorNameId,participantId,lang0,phaseNum,trialNum,tileNum,name,r,g,b,studyVersion,rgbSet,lab_l,lab_a,lab_b,locale
,-1,English (text-davinci-003),0,-1,-1,Lavender Gray,148,113,179,1.1.5,full,-1,-1,-1,en
19210,-1,Chinese (text-davinci-003),0,-1,-1,紫罗兰色,148,113,179,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,лиловый,148,113,179,1.1.5,full,-1,-1,-1,en
160,-1,Korean (text-davinci-003),0,-1,-1,보라색,148,113,179,1.1.5,full,-1,-1,-1,en
4021,-1,English (text-davinci-003),0,-1,-1,Sea Foam,170,225,152,1.1.5,full,-1,-1,-1,en
51137,-1,Chinese (text-davinci-003),0,-1,-1,米色,170,225,152,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,бледно-зеленый,170,225,152,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,벽돌색이라고 합니다,170,225,152,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Rose Quartz,226,97,146,1.1.5,full,-1,-1,-1,en
19110,-1,Chinese (text-davinci-003),0,-1,-1,深粉色,226,97,146,1.1.5,full,-1,-1,-1,en
13942,-1,Russian (text-davinci-003),0,-1,-1,алый,226,97,146,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,바나나 빨강,226,97,146,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Desert Sand,197,160,104,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,金色,197,160,104,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,золотисто-коричневый,197,160,104,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,바닐라 카라멜,197,160,104,1.1.5,full,-1,-1,-1,en
3449,-1,English (text-davinci-003),0,-1,-1,Royal Purple,53,33,197,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深宝石蓝,53,33,197,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,Синий лазурный,53,33,197,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,다이아몬드 블루,53,33,197,1.1.5,full,-1,-1,-1,en
8460,-1,English (text-davinci-003),0,-1,-1,Midnight Blue,7,32,129,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深宝石蓝,7,32,129,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,небесно-синий,7,32,129,1.1.5,full,-1,-1,-1,en
881,-1,Korean (text-davinci-003),0,-1,-1,남색,7,32,129,1.1.5,full,-1,-1,-1,en
51839,-1,English (text-davinci-003),0,-1,-1,Steel Blue,82,119,157,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深天蓝色,82,119,157,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,Синий графит,82,119,157,1.1.5,full,-1,-1,-1,en
168,-1,Korean (text-davinci-003),0,-1,-1,하늘색,82,119,157,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Lavender Blush,190,78,202,1.1.5,full,-1,-1,-1,en
19210,-1,Chinese (text-davinci-003),0,-1,-1,紫罗兰色,190,78,202,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,бледно-розовый,190,78,202,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,바나나 뉴라이트,190,78,202,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Shocking Pink,231,78,192,1.1.5,full,-1,-1,-1,en
19056,-1,Chinese (text-davinci-003),0,-1,-1,紫罗兰,231,78,192,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,розово-лиловый,231,78,192,1.1.5,full,-1,-1,-1,en
69054,-1,Korean (text-davinci-003),0,-1,-1,핑크 보라색,231,78,192,1.1.5,full,-1,-1,-1,en
42377,-1,English (text-davinci-003),0,-1,-1,Sage,85,124,101,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,苔藓绿,85,124,101,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зелено-серый,85,124,101,1.1.5,full,-1,-1,-1,en
882,-1,Korean (text-davinci-003),0,-1,-1,초록색,85,124,101,1.1.5,full,-1,-1,-1,en
3,-1,English (text-davinci-003),0,-1,-1,green,43,214,45,1.1.5,full,-1,-1,-1,en
115,-1,Chinese (text-davinci-003),0,-1,-1,Mint Green,43,214,45,1.1.5,full,-1,-1,-1,en
10275,-1,Russian (text-davinci-003),0,-1,-1,зеленый,43,214,45,1.1.5,full,-1,-1,-1,en
3286,-1,Korean (text-davinci-003),0,-1,-1,녹색,43,214,45,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Lavender Purple,183,148,242,1.1.5,full,-1,-1,-1,en
19034,-1,Chinese (text-davinci-003),0,-1,-1,淡紫色,183,148,242,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,лиловый,183,148,242,1.1.5,full,-1,-1,-1,en
160,-1,Korean (text-davinci-003),0,-1,-1,보라색,183,148,242,1.1.5,full,-1,-1,-1,en
6376,-1,English (text-davinci-003),0,-1,-1,Beige,207,205,149,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,淡黄色,207,205,149,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,бледно-зеленый,207,205,149,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,밝은 노랑색이라고 할 수 있습니다,207,205,149,1.1.5,full,-1,-1,-1,en
3,-1,English (text-davinci-003),0,-1,-1,green,42,161,11,1.1.5,full,-1,-1,-1,en
115,-1,Chinese (text-davinci-003),0,-1,-1,Mint Green,42,161,11,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зеленый мох,42,161,11,1.1.5,full,-1,-1,-1,en
3286,-1,Korean (text-davinci-003),0,-1,-1,녹색,42,161,11,1.1.5,full,-1,-1,-1,en
42664,-1,English (text-davinci-003),0,-1,-1,Eggplant,147,46,123,1.1.5,full,-1,-1,-1,en
19007,-1,Chinese (text-davinci-003),0,-1,-1,深紫色,147,46,123,1.1.5,full,-1,-1,-1,en
11145,-1,Russian (text-davinci-003),0,-1,-1,пурпурный,147,46,123,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,바이올렛 레이비,147,46,123,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Blue Bell,58,86,248,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深宝蓝,58,86,248,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,небесно-синий,58,86,248,1.1.5,full,-1,-1,-1,en
157,-1,Korean (text-davinci-003),0,-1,-1,파란색,58,86,248,1.1.5,full,-1,-1,-1,en
2270,-1,English (text-davinci-003),0,-1,-1,lavender,123,105,202,1.1.5,full,-1,-1,-1,en
19210,-1,Chinese (text-davinci-003),0,-1,-1,紫罗兰色,123,105,202,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,лиловый,123,105,202,1.1.5,full,-1,-1,-1,en
160,-1,Korean (text-davinci-003),0,-1,-1,보라색,123,105,202,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Lavender Blue,90,97,255,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深宝石蓝,90,97,255,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,Синий лазурный,90,97,255,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,다이아몬드 블루,90,97,255,1.1.5,full,-1,-1,-1,en
337,-1,English (text-davinci-003),0,-1,-1,Green,83,228,27,1.1.5,full,-1,-1,-1,en
115,-1,Chinese (text-davinci-003),0,-1,-1,Mint Green,83,228,27,1.1.5,full,-1,-1,-1,en
10275,-1,Russian (text-davinci-003),0,-1,-1,зеленый,83,228,27,1.1.5,full,-1,-1,-1,en
3286,-1,Korean (text-davinci-003),0,-1,-1,녹색,83,228,27,1.1.5,full,-1,-1,-1,en
56284,-1,English (text-davinci-003),0,-1,-1,Taupe,189,151,139,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,玫瑰灰,189,151,139,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,бежевый,189,151,139,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,분홍갈색,189,151,139,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Lavender Purple,210,14,193,1.1.5,full,-1,-1,-1,en
19034,-1,Chinese (text-davinci-003),0,-1,-1,淡紫色,210,14,193,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,фиолетово-розовый,210,14,193,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,라벤더 보라색,210,14,193,1.1.5,full,-1,-1,-1,en
225,-1,English (text-davinci-003),0,-1,-1,Turquoise,23,252,226,1.1.5,full,-1,-1,-1,en
19468,-1,Chinese (text-davinci-003),0,-1,-1,浅绿色,23,252,226,1.1.5,full,-1,-1,-1,en
10801,-1,Russian (text-davinci-003),0,-1,-1,бирюзовый,23,252,226,1.1.5,full,-1,-1,-1,en
882,-1,Korean (text-davinci-003),0,-1,-1,초록색,23,252,226,1.1.5,full,-1,-1,-1,en
115,-1,English (text-davinci-003),0,-1,-1,Mint Green,169,247,217,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,浅灰蓝,169,247,217,1.1.5,full,-1,-1,-1,en
10801,-1,Russian (text-davinci-003),0,-1,-1,бирюзовый,169,247,217,1.1.5,full,-1,-1,-1,en
73968,-1,Korean (text-davinci-003),0,-1,-1,밝은 하늘색,169,247,217,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Purple Amethyst,111,1,91,1.1.5,full,-1,-1,-1,en
19007,-1,Chinese (text-davinci-003),0,-1,-1,深紫色,111,1,91,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,фиолетово-розовый,111,1,91,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,바나나 빨강,111,1,91,1.1.5,full,-1,-1,-1,en
8133,-1,English (text-davinci-003),0,-1,-1,olive,113,135,29,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,苹果绿,113,135,29,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зелено-коричневый,113,135,29,1.1.5,full,-1,-1,-1,en
3286,-1,Korean (text-davinci-003),0,-1,-1,녹색,113,135,29,1.1.5,full,-1,-1,-1,en
83,-1,English (text-davinci-003),0,-1,-1,Fuchsia,195,40,94,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深洋红色,195,40,94,1.1.5,full,-1,-1,-1,en
11145,-1,Russian (text-davinci-003),0,-1,-1,пурпурный,195,40,94,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,바람꽃 빨간색,195,40,94,1.1.5,full,-1,-1,-1,en
43872,-1,English (text-davinci-003),0,-1,-1,Burnt Sienna,172,75,31,1.1.5,full,-1,-1,-1,en
103333,-1,Chinese (text-davinci-003),0,-1,-1,灰绿色,172,75,31,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,бургунди,172,75,31,1.1.5,full,-1,-1,-1,en
137755,-1,Korean (text-davinci-003),0,-1,-1,밝은 회색,172,75,31,1.1.5,full,-1,-1,-1,en
3,-1,English (text-davinci-003),0,-1,-1,green,53,233,114,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,绿松石绿,53,233,114,1.1.5,full,-1,-1,-1,en
31737,-1,Russian (text-davinci-003),0,-1,-1,морская волна,53,233,114,1.1.5,full,-1,-1,-1,en
3286,-1,Korean (text-davinci-003),0,-1,-1,녹색,53,233,114,1.1.5,full,-1,-1,-1,en
42430,-1,English (text-davinci-003),0,-1,-1,taupe,83,76,67,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深灰色,83,76,67,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,коричневый,83,76,67,1.1.5,full,-1,-1,-1,en
42974,-1,Korean (text-davinci-003),0,-1,-1,갈색,83,76,67,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Tawny Port,141,80,59,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深红褐色,141,80,59,1.1.5,full,-1,-1,-1,en
100997,-1,Russian (text-davinci-003),0,-1,-1,бордовый,141,80,59,1.1.5,full,-1,-1,-1,en
68268,-1,Korean (text-davinci-003),0,-1,-1,밤색,141,80,59,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Lavender Blue,99,75,241,1.1.5,full,-1,-1,-1,en
19007,-1,Chinese (text-davinci-003),0,-1,-1,深紫色,99,75,241,1.1.5,full,-1,-1,-1,en
18348,-1,Russian (text-davinci-003),0,-1,-1,лазурный,99,75,241,1.1.5,full,-1,-1,-1,en
160,-1,Korean (text-davinci-003),0,-1,-1,보라색,99,75,241,1.1.5,full,-1,-1,-1,en
359,-1,English (text-davinci-003),0,-1,-1,chartreuse,185,215,5,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,Lemon Green,185,215,5,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зеленый лайм,185,215,5,1.1.5,full,-1,-1,-1,en
3851,-1,Korean (text-davinci-003),0,-1,-1,노랑색,185,215,5,1.1.5,full,-1,-1,-1,en
337,-1,English (text-davinci-003),0,-1,-1,Green,49,160,94,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,绿松石绿,49,160,94,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зелено-серый,49,160,94,1.1.5,full,-1,-1,-1,en
3286,-1,Korean (text-davinci-003),0,-1,-1,녹색,49,160,94,1.1.5,full,-1,-1,-1,en
7062,-1,English (text-davinci-003),0,-1,-1,olive green,88,146,94,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,苍翠绿,88,146,94,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зелено-серый,88,146,94,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,에메랄드 그린,88,146,94,1.1.5,full,-1,-1,-1,en
92,-1,English (text-davinci-003),0,-1,-1,Hot Pink,233,36,63,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,火烈鸟红,233,36,63,1.1.5,full,-1,-1,-1,en
13942,-1,Russian (text-davinci-003),0,-1,-1,алый,233,36,63,1.1.5,full,-1,-1,-1,en
171,-1,Korean (text-davinci-003),0,-1,-1,분홍색,233,36,63,1.1.5,full,-1,-1,-1,en
225,-1,English (text-davinci-003),0,-1,-1,Turquoise,32,238,240,1.1.5,full,-1,-1,-1,en
19823,-1,Chinese (text-davinci-003),0,-1,-1,天蓝色,32,238,240,1.1.5,full,-1,-1,-1,en
10801,-1,Russian (text-davinci-003),0,-1,-1,бирюзовый,32,238,240,1.1.5,full,-1,-1,-1,en
168,-1,Korean (text-davinci-003),0,-1,-1,하늘색,32,238,240,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Lavender Gray,184,170,191,1.1.5,full,-1,-1,-1,en
19034,-1,Chinese (text-davinci-003),0,-1,-1,淡紫色,184,170,191,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,пудровый серый,184,170,191,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,라벤더 블루,184,170,191,1.1.5,full,-1,-1,-1,en
8133,-1,English (text-davinci-003),0,-1,-1,olive,65,115,40,1.1.5,full,-1,-1,-1,en
19000,-1,Chinese (text-davinci-003),0,-1,-1,深绿色,65,115,40,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зелено-коричневый,65,115,40,1.1.5,full,-1,-1,-1,en
882,-1,Korean (text-davinci-003),0,-1,-1,초록색,65,115,40,1.1.5,full,-1,-1,-1,en
3,-1,English (text-davinci-003),0,-1,-1,green,155,230,76,1.1.5,full,-1,-1,-1,en
115,-1,Chinese (text-davinci-003),0,-1,-1,Mint Green,155,230,76,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зеленый мох,155,230,76,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,라임 컬러,155,230,76,1.1.5,full,-1,-1,-1,en
64760,-1,English (text-davinci-003),0,-1,-1,dark gray,58,43,49,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深灰色,58,43,49,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,темно-серый,58,43,49,1.1.5,full,-1,-1,-1,en
99332,-1,Korean (text-davinci-003),0,-1,-1,그레이블루,58,43,49,1.1.5,full,-1,-1,-1,en
43759,-1,English (text-davinci-003),0,-1,-1,olive drab,145,145,16,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,灰褐色,145,145,16,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,коричневый,145,145,16,1.1.5,full,-1,-1,-1,en
42974,-1,Korean (text-davinci-003),0,-1,-1,갈색,145,145,16,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Blue Sapphire,29,71,230,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深宝石蓝,29,71,230,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,небесно-синий,29,71,230,1.1.5,full,-1,-1,-1,en
168,-1,Korean (text-davinci-003),0,-1,-1,하늘색,29,71,230,1.1.5,full,-1,-1,-1,en
952,-1,English (text-davinci-003),0,-1,-1,Royal Blue,37,30,184,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深宝石蓝,37,30,184,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,небесно-синий,37,30,184,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,다이아몬드 블루,37,30,184,1.1.5,full,-1,-1,-1,en
530,-1,English (text-davinci-003),0,-1,-1,Sky Blue,57,128,206,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深天蓝色,57,128,206,1.1.5,full,-1,-1,-1,en
10273,-1,Russian (text-davinci-003),0,-1,-1,голубой,57,128,206,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,다이아몬드 블루,57,128,206,1.1.5,full,-1,-1,-1,en
337,-1,English (text-davinci-003),0,-1,-1,Green,15,115,26,1.1.5,full,-1,-1,-1,en
115,-1,Chinese (text-davinci-003),0,-1,-1,Mint Green,15,115,26,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зеленый мох,15,115,26,1.1.5,full,-1,-1,-1,en
3286,-1,Korean (text-davinci-003),0,-1,-1,녹색,15,115,26,1.1.5,full,-1,-1,-1,en
42281,-1,English (text-davinci-003),0,-1,-1,Gray,142,133,141,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,灰石色,142,133,141,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,Серо-пурпурный,142,133,141,1.1.5,full,-1,-1,-1,en
68124,-1,Korean (text-davinci-003),0,-1,-1,회색,142,133,141,1.1.5,full,-1,-1,-1,en
13581,-1,English (text-davinci-003),0,-1,-1,Plum,143,85,108,1.1.5,full,-1,-1,-1,en
95462,-1,Chinese (text-davinci-003),0,-1,-1,深紫红色,143,85,108,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,пурпурно-фиолетовый,143,85,108,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,바나나 레몬 색,143,85,108,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Lavender Gray,130,102,181,1.1.5,full,-1,-1,-1,en
19210,-1,Chinese (text-davinci-003),0,-1,-1,紫罗兰色,130,102,181,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,лиловый,130,102,181,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,바이올렛 블루,130,102,181,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Vivid Burgundy,82,14,89,1.1.5,full,-1,-1,-1,en
19007,-1,Chinese (text-davinci-003),0,-1,-1,深紫色,82,14,89,1.1.5,full,-1,-1,-1,en
11145,-1,Russian (text-davinci-003),0,-1,-1,пурпурный,82,14,89,1.1.5,full,-1,-1,-1,en
,-1,Korean (text-davinci-003),0,-1,-1,바이올렛 보라색,82,14,89,1.1.5,full,-1,-1,-1,en
530,-1,English (text-davinci-003),0,-1,-1,Sky Blue,56,219,231,1.1.5,full,-1,-1,-1,en
19823,-1,Chinese (text-davinci-003),0,-1,-1,天蓝色,56,219,231,1.1.5,full,-1,-1,-1,en
10801,-1,Russian (text-davinci-003),0,-1,-1,бирюзовый,56,219,231,1.1.5,full,-1,-1,-1,en
168,-1,Korean (text-davinci-003),0,-1,-1,하늘색,56,219,231,1.1.5,full,-1,-1,-1,en
8133,-1,English (text-davinci-003),0,-1,-1,olive,51,75,6,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,森林绿,51,75,6,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зеленый оливковый,51,75,6,1.1.5,full,-1,-1,-1,en
882,-1,Korean (text-davinci-003),0,-1,-1,초록색,51,75,6,1.1.5,full,-1,-1,-1,en
737,-1,English (text-davinci-003),0,-1,-1,Tangerine,226,66,8,1.1.5,full,-1,-1,-1,en
19001,-1,Chinese (text-davinci-003),0,-1,-1,橘红色,226,66,8,1.1.5,full,-1,-1,-1,en
10294,-1,Russian (text-davinci-003),0,-1,-1,оранжевый,226,66,8,1.1.5,full,-1,-1,-1,en
177,-1,Korean (text-davinci-003),0,-1,-1,빨간색,226,66,8,1.1.5,full,-1,-1,-1,en
1323,-1,English (text-davinci-003),0,-1,-1,Sea Green,55,106,94,1.1.5,full,-1,-1,-1,en
,-1,Chinese (text-davinci-003),0,-1,-1,深灰绿色,55,106,94,1.1.5,full,-1,-1,-1,en
,-1,Russian (text-davinci-003),0,-1,-1,зелено-серый,55,106,94,1.1.5,full,-1,-1,-1,en
882,-1,Korean (text-davinci-003),0,-1,-1,초록색,55,106,94,1.1.5,full,-1,-1,-1,en
,-1,English (text-davinci-003),0,-1,-1,Lavender Purple,133,18,175,1.1.5,full,-1,-1,-1,en
19210,-1,Chinese (text-davinci-003),0,-1,-1,紫罗兰色,133,18,175,1.1.5,full,-1,-1,-1,en
11145,-1,Russian (text-davinci-003),0,-1,-1,пурпурный,133,18,175,1.1.5,full,-1,-1,-1,en
